epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
12,589.003,0.79834,0.57341,0.10394,0.73704,0.59507,0.63293,0.21561,0.79026,0.54559,0.09078,8.9011e-05,8.9011e-05,8.9011e-05
13,636.852,0.79988,0.53746,0.1019,0.69287,0.64556,0.6523,0.23578,0.7732,0.52652,0.08928,8.8012e-05,8.8012e-05,8.8012e-05
14,685.247,0.79275,0.54283,0.10642,0.72844,0.62728,0.68515,0.25737,0.7308,0.5448,0.08185,8.7013e-05,8.7013e-05,8.7013e-05
15,734.335,0.78697,0.53283,0.10316,0.68077,0.69846,0.68622,0.25721,0.75269,0.51837,0.08727,8.6014e-05,8.6014e-05,8.6014e-05
16,782.958,0.7786,0.54932,0.10132,0.69432,0.60308,0.64237,0.22437,0.77671,0.53144,0.09377,8.5015e-05,8.5015e-05,8.5015e-05
17,830.916,0.77877,0.5154,0.10071,0.6939,0.58769,0.62086,0.21384,0.76939,0.57189,0.08557,8.4016e-05,8.4016e-05,8.4016e-05
18,878.957,0.78012,0.51582,0.09924,0.74547,0.62462,0.67321,0.25655,0.75444,0.52365,0.0842,8.3017e-05,8.3017e-05,8.3017e-05
19,927.427,0.77245,0.51497,0.10129,0.73703,0.62954,0.67579,0.25038,0.77578,0.50911,0.08834,8.2018e-05,8.2018e-05,8.2018e-05
20,975.85,0.77104,0.51409,0.1022,0.6952,0.61231,0.65081,0.23307,0.77868,0.51704,0.09046,8.1019e-05,8.1019e-05,8.1019e-05
21,1024.39,0.77584,0.51484,0.09938,0.72942,0.60551,0.66211,0.25319,0.7551,0.51358,0.08701,8.002e-05,8.002e-05,8.002e-05
22,1072.84,0.76457,0.52607,0.0977,0.7438,0.66998,0.69015,0.26019,0.72665,0.53292,0.08273,7.9021e-05,7.9021e-05,7.9021e-05
23,1121.96,0.75639,0.51707,0.09432,0.76438,0.67692,0.73131,0.27726,0.72457,0.52669,0.07879,7.8022e-05,7.8022e-05,7.8022e-05
24,1170.92,0.75913,0.51421,0.09389,0.71208,0.65538,0.69004,0.24478,0.75632,0.52855,0.08311,7.7023e-05,7.7023e-05,7.7023e-05
25,1219.1,0.76336,0.49899,0.09429,0.72367,0.64615,0.69331,0.24585,0.77756,0.484,0.08971,7.6024e-05,7.6024e-05,7.6024e-05
26,1266.83,0.74836,0.50257,0.09488,0.75019,0.63385,0.6957,0.2652,0.75245,0.5037,0.08579,7.5025e-05,7.5025e-05,7.5025e-05
27,1314.78,0.74909,0.51529,0.09436,0.76603,0.68,0.72441,0.27594,0.73593,0.51468,0.08474,7.4026e-05,7.4026e-05,7.4026e-05
28,1363.62,0.75215,0.49866,0.09489,0.72335,0.69231,0.71427,0.24547,0.76806,0.49351,0.09039,7.3027e-05,7.3027e-05,7.3027e-05
29,1413.07,0.74215,0.49345,0.09424,0.77055,0.65846,0.68579,0.25429,0.74847,0.51186,0.08449,7.2028e-05,7.2028e-05,7.2028e-05
30,1462.07,0.73877,0.4989,0.09181,0.73903,0.68308,0.74389,0.27775,0.73377,0.51108,0.08293,7.1029e-05,7.1029e-05,7.1029e-05
31,1511.52,0.74099,0.49001,0.09004,0.66484,0.68615,0.68867,0.24943,0.76335,0.49963,0.08901,7.003e-05,7.003e-05,7.003e-05
32,1559.77,0.74241,0.49495,0.0912,0.72472,0.67077,0.6949,0.26121,0.75144,0.4944,0.08631,6.9031e-05,6.9031e-05,6.9031e-05
33,1608.05,0.7323,0.48927,0.09013,0.78051,0.63692,0.70843,0.26069,0.76123,0.48721,0.08603,6.8032e-05,6.8032e-05,6.8032e-05
34,1656.26,0.74247,0.48754,0.09418,0.78414,0.62594,0.69811,0.26446,0.74496,0.49774,0.08441,6.7033e-05,6.7033e-05,6.7033e-05
35,1705.26,0.73504,0.48259,0.0894,0.73127,0.72615,0.74235,0.27395,0.74481,0.48272,0.08308,6.6034e-05,6.6034e-05,6.6034e-05
36,1753.81,0.7356,0.48856,0.08982,0.80784,0.68556,0.74474,0.28196,0.7426,0.48005,0.08225,6.5035e-05,6.5035e-05,6.5035e-05
37,1803.18,0.73055,0.48728,0.08927,0.81612,0.64308,0.73431,0.28397,0.71879,0.50136,0.08116,6.4036e-05,6.4036e-05,6.4036e-05
38,1851.91,0.72897,0.48588,0.0888,0.77365,0.6836,0.74027,0.28884,0.73751,0.48338,0.08368,6.3037e-05,6.3037e-05,6.3037e-05
39,1900.44,0.73296,0.4829,0.09004,0.77937,0.72825,0.77321,0.30998,0.70892,0.49698,0.07974,6.2038e-05,6.2038e-05,6.2038e-05
40,1949.86,0.71751,0.48467,0.09019,0.74978,0.70993,0.74633,0.28986,0.73412,0.47532,0.08229,6.1039e-05,6.1039e-05,6.1039e-05
41,1999,0.71723,0.47902,0.08569,0.7671,0.71385,0.74783,0.27779,0.73242,0.4933,0.08213,6.004e-05,6.004e-05,6.004e-05
42,2047.64,0.71417,0.48464,0.08727,0.79673,0.70462,0.77582,0.28944,0.71486,0.50124,0.08045,5.9041e-05,5.9041e-05,5.9041e-05
43,2097.59,0.72458,0.48216,0.08666,0.74685,0.69846,0.74771,0.28221,0.72448,0.49381,0.08126,5.8042e-05,5.8042e-05,5.8042e-05
44,2146.08,0.70794,0.48158,0.08696,0.80237,0.71204,0.76352,0.28952,0.73644,0.47156,0.08392,5.7043e-05,5.7043e-05,5.7043e-05
45,2194.82,0.71352,0.4764,0.08425,0.7701,0.71385,0.74815,0.30327,0.71002,0.49311,0.07848,5.6044e-05,5.6044e-05,5.6044e-05
46,2243.38,0.71617,0.4793,0.0864,0.79887,0.68923,0.74975,0.28084,0.73647,0.47585,0.08324,5.5045e-05,5.5045e-05,5.5045e-05
47,2291.96,0.70657,0.4758,0.08458,0.77288,0.74154,0.78277,0.2934,0.73005,0.47721,0.08253,5.4046e-05,5.4046e-05,5.4046e-05
48,2341.01,0.7158,0.46812,0.08323,0.77053,0.75692,0.78117,0.29934,0.72163,0.47465,0.0815,5.3047e-05,5.3047e-05,5.3047e-05
49,2389.52,0.70638,0.47871,0.08209,0.85309,0.67894,0.78691,0.30303,0.71791,0.47441,0.08019,5.2048e-05,5.2048e-05,5.2048e-05
50,2439,0.69158,0.4784,0.08157,0.77246,0.73538,0.77485,0.28405,0.74586,0.46661,0.08607,5.1049e-05,5.1049e-05,5.1049e-05
51,2486.84,0.70047,0.47645,0.08204,0.77727,0.74769,0.77139,0.28625,0.72955,0.4753,0.08251,5.005e-05,5.005e-05,5.005e-05
52,2535.55,0.68715,0.48056,0.07875,0.78158,0.73231,0.75624,0.28508,0.72583,0.48218,0.083,4.9051e-05,4.9051e-05,4.9051e-05
53,2584.23,0.69997,0.4657,0.08089,0.81258,0.71692,0.77125,0.28292,0.73654,0.48076,0.08514,4.8052e-05,4.8052e-05,4.8052e-05
54,2632.48,0.68052,0.47246,0.07909,0.78376,0.71375,0.75743,0.28976,0.73246,0.47851,0.08284,4.7053e-05,4.7053e-05,4.7053e-05
55,2680.24,0.68743,0.46721,0.07832,0.82733,0.73538,0.77613,0.2927,0.73225,0.47134,0.08324,4.6054e-05,4.6054e-05,4.6054e-05
56,2728.64,0.68314,0.46339,0.07935,0.79458,0.72615,0.76478,0.2917,0.7304,0.46295,0.08251,4.5055e-05,4.5055e-05,4.5055e-05
57,2777.02,0.67637,0.47001,0.07798,0.77451,0.72615,0.75478,0.28756,0.74347,0.46256,0.08538,4.4056e-05,4.4056e-05,4.4056e-05
58,2825.68,0.67801,0.46196,0.07933,0.78273,0.74267,0.75769,0.28091,0.74155,0.47481,0.08521,4.3057e-05,4.3057e-05,4.3057e-05
59,2873.42,0.66633,0.46324,0.07752,0.80484,0.70462,0.75823,0.2893,0.73777,0.47276,0.08438,4.2058e-05,4.2058e-05,4.2058e-05
60,2921.59,0.67473,0.46838,0.07924,0.82927,0.76219,0.79772,0.29598,0.72017,0.47396,0.08252,4.1059e-05,4.1059e-05,4.1059e-05
61,2970.59,0.67089,0.4653,0.07813,0.78945,0.70769,0.74259,0.27594,0.74708,0.47118,0.08712,4.006e-05,4.006e-05,4.006e-05
62,3019.18,0.6669,0.46461,0.07477,0.7899,0.72878,0.76304,0.29548,0.73349,0.47252,0.08314,3.9061e-05,3.9061e-05,3.9061e-05
63,3067.93,0.665,0.45325,0.07452,0.78058,0.73338,0.75064,0.29253,0.7367,0.46962,0.08492,3.8062e-05,3.8062e-05,3.8062e-05
64,3116.28,0.66521,0.46187,0.07634,0.80735,0.73538,0.77091,0.30046,0.72638,0.46362,0.08158,3.7063e-05,3.7063e-05,3.7063e-05
65,3164.9,0.65123,0.45904,0.07772,0.79518,0.72867,0.7641,0.2935,0.73789,0.46605,0.0842,3.6064e-05,3.6064e-05,3.6064e-05
66,3213.82,0.66011,0.44946,0.07507,0.80568,0.74154,0.77563,0.29481,0.736,0.46847,0.08373,3.5065e-05,3.5065e-05,3.5065e-05
67,3262.27,0.66125,0.45712,0.07488,0.78928,0.73761,0.76338,0.29089,0.733,0.47235,0.08296,3.4066e-05,3.4066e-05,3.4066e-05
68,3310.84,0.6583,0.45053,0.07009,0.84209,0.70769,0.7843,0.29191,0.73621,0.46744,0.08421,3.3067e-05,3.3067e-05,3.3067e-05
69,3360.48,0.64409,0.45647,0.07077,0.80542,0.71323,0.75416,0.27997,0.74562,0.46239,0.0864,3.2068e-05,3.2068e-05,3.2068e-05
70,3408.55,0.65173,0.44843,0.07229,0.7822,0.72308,0.75052,0.27723,0.75248,0.46722,0.08712,3.1069e-05,3.1069e-05,3.1069e-05
71,3457.41,0.64412,0.44794,0.07165,0.75628,0.72563,0.73618,0.27707,0.75618,0.47207,0.08935,3.007e-05,3.007e-05,3.007e-05
72,3505.88,0.64683,0.45359,0.07202,0.77271,0.73225,0.74877,0.28018,0.75156,0.47488,0.08648,2.9071e-05,2.9071e-05,2.9071e-05
73,3554.4,0.64349,0.45316,0.07157,0.76047,0.71314,0.74042,0.2817,0.75127,0.46957,0.0861,2.8072e-05,2.8072e-05,2.8072e-05
74,3603.77,0.63488,0.45644,0.06869,0.77601,0.72,0.74738,0.28873,0.7493,0.46527,0.08608,2.7073e-05,2.7073e-05,2.7073e-05
75,3653.01,0.63094,0.45058,0.07062,0.75435,0.74645,0.73104,0.2868,0.75124,0.46574,0.08561,2.6074e-05,2.6074e-05,2.6074e-05
76,3702.08,0.63527,0.44627,0.07168,0.76643,0.74714,0.7423,0.28835,0.74391,0.46561,0.08422,2.5075e-05,2.5075e-05,2.5075e-05
77,3751.83,0.6294,0.44858,0.06841,0.74978,0.74683,0.74015,0.29323,0.74018,0.46927,0.08458,2.4076e-05,2.4076e-05,2.4076e-05
78,3800.44,0.61628,0.4512,0.06579,0.77549,0.73846,0.7389,0.28608,0.74528,0.46045,0.08534,2.3077e-05,2.3077e-05,2.3077e-05
79,3849.3,0.61335,0.44765,0.06775,0.77728,0.71948,0.73605,0.28788,0.74573,0.46492,0.08504,2.2078e-05,2.2078e-05,2.2078e-05
80,3897.07,0.60864,0.44055,0.06583,0.80271,0.68308,0.73374,0.2877,0.74342,0.46813,0.08459,2.1079e-05,2.1079e-05,2.1079e-05
81,3945.08,0.62026,0.44322,0.06587,0.78709,0.67692,0.72967,0.28064,0.74947,0.46836,0.08702,2.008e-05,2.008e-05,2.008e-05
82,3993.9,0.61066,0.43846,0.06785,0.75242,0.72939,0.73645,0.28064,0.75003,0.4694,0.08657,1.9081e-05,1.9081e-05,1.9081e-05
83,4042.48,0.60525,0.44128,0.06688,0.7424,0.73602,0.73402,0.27563,0.75744,0.46495,0.08771,1.8082e-05,1.8082e-05,1.8082e-05
84,4091.24,0.60224,0.43666,0.06475,0.74635,0.73231,0.72581,0.27612,0.7535,0.47603,0.08765,1.7083e-05,1.7083e-05,1.7083e-05
85,4139.98,0.60058,0.4379,0.06481,0.75599,0.73231,0.72866,0.27546,0.7494,0.48172,0.08731,1.6084e-05,1.6084e-05,1.6084e-05
86,4188.58,0.60143,0.44062,0.06518,0.74854,0.72615,0.71865,0.27528,0.74798,0.48351,0.08583,1.5085e-05,1.5085e-05,1.5085e-05
87,4237.2,0.59774,0.43782,0.06392,0.74522,0.72308,0.71417,0.27682,0.74529,0.48611,0.08467,1.4086e-05,1.4086e-05,1.4086e-05
88,4286.2,0.58995,0.43517,0.06336,0.74449,0.71723,0.71751,0.27461,0.74563,0.48572,0.08415,1.3087e-05,1.3087e-05,1.3087e-05
89,4334.39,0.58865,0.43943,0.06372,0.75009,0.72033,0.71778,0.27405,0.75247,0.48369,0.08595,1.2088e-05,1.2088e-05,1.2088e-05
90,4383.21,0.58184,0.43138,0.06106,0.7527,0.72,0.71663,0.27146,0.7498,0.48799,0.08483,1.1089e-05,1.1089e-05,1.1089e-05
91,4432.38,0.5839,0.43252,0.06158,0.75442,0.71839,0.71115,0.2728,0.75182,0.48726,0.08513,1.009e-05,1.009e-05,1.009e-05
92,4481.09,0.58354,0.43329,0.06161,0.75168,0.71718,0.71171,0.2748,0.75162,0.48707,0.08547,9.091e-06,9.091e-06,9.091e-06
93,4529.63,0.57859,0.43213,0.06063,0.74417,0.71603,0.70461,0.27126,0.7552,0.48479,0.08688,8.092e-06,8.092e-06,8.092e-06
94,4578.03,0.5675,0.43535,0.06006,0.7598,0.72308,0.71253,0.27123,0.75516,0.48351,0.08691,7.093e-06,7.093e-06,7.093e-06
95,4626.69,0.56966,0.43047,0.05911,0.76159,0.71692,0.71396,0.27078,0.75803,0.48063,0.08817,6.094e-06,6.094e-06,6.094e-06
96,4675.59,0.57949,0.42893,0.06024,0.7657,0.72,0.71913,0.27286,0.75668,0.47996,0.0872,5.095e-06,5.095e-06,5.095e-06
97,4724.1,0.58624,0.43004,0.05822,0.76587,0.7247,0.72378,0.27462,0.75221,0.48193,0.0857,4.096e-06,4.096e-06,4.096e-06
98,4773.12,0.56511,0.42847,0.06034,0.77077,0.73457,0.72654,0.27574,0.75231,0.48087,0.08555,3.097e-06,3.097e-06,3.097e-06
99,4822.26,0.57236,0.42447,0.05798,0.77834,0.72391,0.72752,0.27546,0.75199,0.4811,0.08549,2.098e-06,2.098e-06,2.098e-06
100,4870.64,0.57486,0.43262,0.05908,0.77642,0.71592,0.72547,0.27438,0.75148,0.48147,0.08533,1.099e-06,1.099e-06,1.099e-06
