epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
89,4722.26,0.51772,0.42836,0.05307,0.79313,0.72615,0.74652,0.28125,0.72803,0.5383,0.08439,1.2088e-05,1.2088e-05,1.2088e-05
90,4774.47,0.51008,0.43248,0.05102,0.78856,0.72294,0.74198,0.28286,0.73176,0.53764,0.08518,1.1089e-05,1.1089e-05,1.1089e-05
91,4827.65,0.51952,0.42527,0.0521,0.79512,0.71385,0.72766,0.27694,0.73374,0.53288,0.08553,1.009e-05,1.009e-05,1.009e-05
92,4880.54,0.50766,0.4271,0.05153,0.79364,0.72185,0.73109,0.27794,0.72925,0.54179,0.08448,9.091e-06,9.091e-06,9.091e-06
93,4933.76,0.51058,0.42615,0.04998,0.79932,0.72923,0.74398,0.28028,0.73122,0.53877,0.08499,8.092e-06,8.092e-06,8.092e-06
94,4986.8,0.50085,0.41805,0.05081,0.79257,0.72615,0.74078,0.27753,0.73192,0.54225,0.08537,7.093e-06,7.093e-06,7.093e-06
95,5039.8,0.49782,0.41782,0.04876,0.79347,0.72615,0.73916,0.27615,0.734,0.54574,0.08549,6.094e-06,6.094e-06,6.094e-06
96,5092.97,0.50389,0.43004,0.05054,0.78241,0.73231,0.73888,0.27545,0.7363,0.54238,0.08614,5.095e-06,5.095e-06,5.095e-06
97,5145.69,0.51203,0.4233,0.04852,0.78193,0.73921,0.74018,0.27665,0.73329,0.54432,0.08566,4.096e-06,4.096e-06,4.096e-06
98,5198.96,0.50224,0.41725,0.05065,0.80332,0.72892,0.73835,0.27512,0.73146,0.54919,0.08528,3.097e-06,3.097e-06,3.097e-06
99,5252.26,0.49979,0.41765,0.04869,0.78656,0.73538,0.7354,0.2744,0.73105,0.55294,0.08515,2.098e-06,2.098e-06,2.098e-06
100,5304.56,0.50042,0.42064,0.0489,0.78331,0.73412,0.73393,0.27412,0.73054,0.55493,0.08499,1.099e-06,1.099e-06,1.099e-06
