epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
86,5596.14,0.55469,0.43379,0.0588,0.80931,0.72615,0.75552,0.2763,0.74659,0.50601,0.08749,1.5085e-05,1.5085e-05,1.5085e-05
87,5661.28,0.55173,0.43724,0.05794,0.78872,0.72,0.74857,0.27688,0.74819,0.50919,0.08761,1.4086e-05,1.4086e-05,1.4086e-05
88,5726.08,0.54912,0.4337,0.05683,0.79246,0.72,0.74882,0.27828,0.75335,0.49529,0.08953,1.3087e-05,1.3087e-05,1.3087e-05
89,5791.11,0.54379,0.42596,0.0576,0.79321,0.73174,0.76086,0.28118,0.74294,0.49824,0.08772,1.2088e-05,1.2088e-05,1.2088e-05
90,5855.94,0.53531,0.43543,0.0553,0.80761,0.72308,0.75904,0.28085,0.74119,0.50206,0.08654,1.1089e-05,1.1089e-05,1.1089e-05
91,5921.79,0.54221,0.43098,0.05651,0.80712,0.70814,0.74647,0.28073,0.74112,0.50468,0.08683,1.009e-05,1.009e-05,1.009e-05
92,5987.34,0.53715,0.42899,0.05559,0.80871,0.71077,0.74409,0.27936,0.74655,0.49934,0.08833,9.091e-06,9.091e-06,9.091e-06
93,6052.79,0.53112,0.42696,0.05373,0.80118,0.71077,0.74144,0.27798,0.74839,0.50094,0.08843,8.092e-06,8.092e-06,8.092e-06
94,6117.97,0.5205,0.42628,0.05384,0.79893,0.72308,0.74016,0.2753,0.7473,0.50443,0.08909,7.093e-06,7.093e-06,7.093e-06
95,6183.18,0.52224,0.42688,0.05401,0.78567,0.72308,0.74454,0.27548,0.74658,0.50841,0.08943,6.094e-06,6.094e-06,6.094e-06
96,6248.08,0.53384,0.4319,0.05509,0.78622,0.72308,0.73874,0.27672,0.74279,0.5125,0.08824,5.095e-06,5.095e-06,5.095e-06
97,6313.22,0.53598,0.42707,0.05376,0.78722,0.71077,0.7332,0.27681,0.74166,0.51229,0.08794,4.096e-06,4.096e-06,4.096e-06
98,6377.89,0.51855,0.423,0.05443,0.78443,0.71077,0.733,0.27724,0.74416,0.51012,0.08786,3.097e-06,3.097e-06,3.097e-06
99,6443.18,0.52426,0.42257,0.05339,0.79309,0.71692,0.73805,0.27557,0.74452,0.51114,0.08777,2.098e-06,2.098e-06,2.098e-06
100,6508.48,0.52626,0.42726,0.05252,0.79477,0.71494,0.73757,0.27553,0.74431,0.51221,0.08773,1.099e-06,1.099e-06,1.099e-06
