epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
15,817.027,0.74634,0.57738,0.09862,0.72973,0.63692,0.70456,0.28438,0.67915,0.60575,0.07876,8.6014e-05,8.6014e-05,8.6014e-05
16,871.305,0.74602,0.56795,0.09785,0.71246,0.63385,0.67707,0.26666,0.68873,0.6062,0.07694,8.5015e-05,8.5015e-05,8.5015e-05
17,927.892,0.72746,0.57733,0.09444,0.69143,0.655,0.66626,0.24341,0.70553,0.59997,0.08083,8.4016e-05,8.4016e-05,8.4016e-05
18,981.473,0.73016,0.56947,0.09287,0.68715,0.63077,0.68,0.26602,0.68818,0.59521,0.07769,8.3017e-05,8.3017e-05,8.3017e-05
19,1037.74,0.72506,0.56689,0.09493,0.69292,0.64615,0.67831,0.26681,0.68535,0.61879,0.07671,8.2018e-05,8.2018e-05,8.2018e-05
20,1094.16,0.73583,0.54859,0.09904,0.71278,0.67077,0.70166,0.26004,0.70234,0.60627,0.083,8.1019e-05,8.1019e-05,8.1019e-05
21,1148.98,0.73262,0.55714,0.09443,0.73923,0.71692,0.75914,0.29651,0.68784,0.55622,0.07757,8.002e-05,8.002e-05,8.002e-05
22,1204.24,0.73829,0.53486,0.09648,0.72228,0.71385,0.7378,0.28188,0.69729,0.56545,0.07958,7.9021e-05,7.9021e-05,7.9021e-05
23,1259.16,0.72246,0.55253,0.09079,0.74821,0.64308,0.71439,0.26173,0.69501,0.5891,0.07948,7.8022e-05,7.8022e-05,7.8022e-05
24,1313.32,0.71922,0.53499,0.08808,0.75906,0.65917,0.72422,0.27741,0.68981,0.58535,0.07552,7.7023e-05,7.7023e-05,7.7023e-05
25,1369.26,0.71259,0.54346,0.08532,0.75805,0.69846,0.74868,0.27729,0.71098,0.54963,0.0823,7.6024e-05,7.6024e-05,7.6024e-05
26,1424.62,0.71251,0.54116,0.09,0.77905,0.70462,0.77293,0.2993,0.67937,0.57119,0.07407,7.5025e-05,7.5025e-05,7.5025e-05
27,1480.19,0.71819,0.53415,0.09079,0.75817,0.69231,0.73513,0.29049,0.69622,0.55432,0.07727,7.4026e-05,7.4026e-05,7.4026e-05
28,1536.47,0.71802,0.53546,0.08963,0.76166,0.71385,0.74187,0.29196,0.70043,0.53245,0.07686,7.3027e-05,7.3027e-05,7.3027e-05
29,1592.22,0.70799,0.5197,0.08989,0.76405,0.67077,0.72105,0.26998,0.70496,0.55473,0.07942,7.2028e-05,7.2028e-05,7.2028e-05
30,1648.21,0.71094,0.52024,0.08745,0.81697,0.68923,0.75639,0.28907,0.69939,0.53404,0.07881,7.1029e-05,7.1029e-05,7.1029e-05
31,1702.51,0.71081,0.51996,0.08746,0.74426,0.68,0.72626,0.27215,0.71948,0.52575,0.08176,7.003e-05,7.003e-05,7.003e-05
32,1758.76,0.70389,0.51357,0.08747,0.7962,0.68521,0.74568,0.29465,0.69759,0.54272,0.07947,6.9031e-05,6.9031e-05,6.9031e-05
33,1813.12,0.69887,0.5206,0.0864,0.77885,0.70154,0.7561,0.27813,0.71094,0.51655,0.08336,6.8032e-05,6.8032e-05,6.8032e-05
34,1870.68,0.71227,0.504,0.09083,0.74153,0.69231,0.74716,0.30131,0.71253,0.52184,0.08192,6.7033e-05,6.7033e-05,6.7033e-05
35,1924.59,0.69676,0.51602,0.08392,0.78687,0.69846,0.75247,0.29002,0.71524,0.51756,0.0805,6.6034e-05,6.6034e-05,6.6034e-05
36,1979.98,0.69965,0.50599,0.08505,0.80557,0.70154,0.76421,0.29311,0.71023,0.50612,0.08117,6.5035e-05,6.5035e-05,6.5035e-05
37,2034.77,0.69345,0.50836,0.08513,0.79006,0.69477,0.75316,0.30426,0.69114,0.52573,0.07686,6.4036e-05,6.4036e-05,6.4036e-05
38,2090.37,0.68976,0.51205,0.08303,0.78549,0.67385,0.75163,0.27581,0.71528,0.52738,0.08323,6.3037e-05,6.3037e-05,6.3037e-05
39,2145.3,0.69247,0.50853,0.08304,0.8335,0.69317,0.77832,0.3148,0.68635,0.51726,0.0765,6.2038e-05,6.2038e-05,6.2038e-05
40,2200.6,0.68762,0.50455,0.08545,0.81983,0.68603,0.77625,0.31033,0.69006,0.50279,0.07763,6.1039e-05,6.1039e-05,6.1039e-05
41,2255.61,0.68508,0.49215,0.08156,0.82079,0.70462,0.76848,0.28504,0.71674,0.52012,0.08533,6.004e-05,6.004e-05,6.004e-05
42,2311,0.68312,0.49145,0.08389,0.79914,0.69846,0.76591,0.29467,0.69456,0.52765,0.07878,5.9041e-05,5.9041e-05,5.9041e-05
43,2366.96,0.69131,0.49059,0.08316,0.81963,0.72706,0.79352,0.30243,0.69391,0.52114,0.08235,5.8042e-05,5.8042e-05,5.8042e-05
44,2424.04,0.67976,0.49043,0.08212,0.80606,0.70154,0.76957,0.28729,0.72568,0.5079,0.08482,5.7043e-05,5.7043e-05,5.7043e-05
45,2479.11,0.67723,0.49202,0.08086,0.76809,0.71077,0.76072,0.29334,0.69796,0.53056,0.07851,5.6044e-05,5.6044e-05,5.6044e-05
46,2536.37,0.67359,0.4914,0.07936,0.81481,0.70396,0.76171,0.28578,0.71009,0.52167,0.08141,5.5045e-05,5.5045e-05,5.5045e-05
47,2593.18,0.67054,0.4887,0.07878,0.77233,0.74462,0.78232,0.29595,0.70466,0.50217,0.0794,5.4046e-05,5.4046e-05,5.4046e-05
48,2648.47,0.67503,0.48728,0.07824,0.79527,0.72308,0.78328,0.29699,0.70093,0.51868,0.08025,5.3047e-05,5.3047e-05,5.3047e-05
49,2703.52,0.67618,0.48494,0.07811,0.81606,0.72352,0.77139,0.30392,0.70537,0.51128,0.08037,5.2048e-05,5.2048e-05,5.2048e-05
50,2759.26,0.65615,0.48922,0.07767,0.80686,0.71385,0.76866,0.28008,0.72645,0.49606,0.08469,5.1049e-05,5.1049e-05,5.1049e-05
51,2816.31,0.66296,0.48382,0.07673,0.79888,0.70886,0.75689,0.28628,0.72616,0.49984,0.08392,5.005e-05,5.005e-05,5.005e-05
52,2871.5,0.65789,0.48995,0.07646,0.78478,0.71385,0.75954,0.28977,0.71828,0.51748,0.08317,4.9051e-05,4.9051e-05,4.9051e-05
53,2927.21,0.66645,0.47253,0.0764,0.81861,0.68042,0.76414,0.28535,0.71934,0.5149,0.08319,4.8052e-05,4.8052e-05,4.8052e-05
54,2983.21,0.65133,0.47833,0.07382,0.80048,0.72308,0.76564,0.28227,0.71798,0.52525,0.0831,4.7053e-05,4.7053e-05,4.7053e-05
55,3038.66,0.65056,0.48323,0.07302,0.81772,0.68,0.76235,0.28129,0.72564,0.50352,0.08527,4.6054e-05,4.6054e-05,4.6054e-05
56,3095.45,0.64261,0.47967,0.07375,0.78467,0.70769,0.7581,0.28649,0.72338,0.50303,0.08399,4.5055e-05,4.5055e-05,4.5055e-05
57,3150.17,0.63894,0.4733,0.07252,0.77445,0.72615,0.75803,0.3014,0.72235,0.48699,0.08502,4.4056e-05,4.4056e-05,4.4056e-05
58,3205.44,0.63819,0.47666,0.0734,0.79917,0.72,0.77244,0.30503,0.71101,0.49349,0.08124,4.3057e-05,4.3057e-05,4.3057e-05
59,3258.5,0.63267,0.47568,0.07291,0.80504,0.71692,0.76418,0.30343,0.71202,0.48756,0.08156,4.2058e-05,4.2058e-05,4.2058e-05
60,3314.27,0.62886,0.46929,0.07345,0.78976,0.72308,0.7787,0.30159,0.71357,0.49778,0.0817,4.1059e-05,4.1059e-05,4.1059e-05
61,3368.08,0.62501,0.47403,0.07124,0.78384,0.67385,0.73079,0.2682,0.74272,0.49668,0.08718,4.006e-05,4.006e-05,4.006e-05
62,3424.05,0.63127,0.47054,0.06977,0.8217,0.68923,0.7676,0.29744,0.70893,0.52693,0.08042,3.9061e-05,3.9061e-05,3.9061e-05
63,3478.82,0.62489,0.46666,0.06831,0.79873,0.69601,0.75554,0.28336,0.71454,0.51975,0.08226,3.8062e-05,3.8062e-05,3.8062e-05
64,3534.32,0.62012,0.4634,0.06857,0.77972,0.71692,0.74907,0.28515,0.70365,0.54375,0.07956,3.7063e-05,3.7063e-05,3.7063e-05
65,3589.4,0.60688,0.4654,0.07075,0.78611,0.72376,0.75237,0.29087,0.71858,0.51537,0.08349,3.6064e-05,3.6064e-05,3.6064e-05
66,3643.5,0.61269,0.46267,0.06814,0.80831,0.71692,0.76178,0.28407,0.71432,0.5162,0.08252,3.5065e-05,3.5065e-05,3.5065e-05
67,3699.03,0.60957,0.4609,0.06667,0.76144,0.70154,0.73175,0.26949,0.72718,0.52222,0.08513,3.4066e-05,3.4066e-05,3.4066e-05
68,3753.8,0.6091,0.46504,0.06441,0.76703,0.70462,0.73669,0.26656,0.72901,0.53198,0.08579,3.3067e-05,3.3067e-05,3.3067e-05
69,3809.08,0.59367,0.45671,0.06459,0.74324,0.70363,0.71958,0.26519,0.73191,0.54772,0.08796,3.2068e-05,3.2068e-05,3.2068e-05
70,3864.1,0.59055,0.45495,0.06481,0.81806,0.70559,0.75243,0.28413,0.72514,0.52285,0.08634,3.1069e-05,3.1069e-05,3.1069e-05
71,3918.91,0.59368,0.45743,0.06454,0.78476,0.72923,0.75551,0.2807,0.72568,0.52299,0.0888,3.007e-05,3.007e-05,3.007e-05
72,3973.21,0.58653,0.45754,0.06233,0.79436,0.71385,0.74728,0.27564,0.72613,0.52278,0.08675,2.9071e-05,2.9071e-05,2.9071e-05
73,4028.2,0.5875,0.45711,0.06315,0.75682,0.71819,0.71998,0.27444,0.73073,0.51563,0.08551,2.8072e-05,2.8072e-05,2.8072e-05
74,4082.28,0.58344,0.45446,0.06229,0.76758,0.72308,0.7343,0.28173,0.72944,0.51237,0.08562,2.7073e-05,2.7073e-05,2.7073e-05
75,4137.74,0.58274,0.45051,0.06335,0.7946,0.74154,0.75767,0.28245,0.72404,0.52271,0.08472,2.6074e-05,2.6074e-05,2.6074e-05
76,4192.75,0.57497,0.44937,0.06296,0.80337,0.71655,0.73856,0.28261,0.72191,0.51242,0.08359,2.5075e-05,2.5075e-05,2.5075e-05
77,4248.22,0.57442,0.44512,0.05965,0.80651,0.70154,0.74692,0.27895,0.72198,0.51947,0.08454,2.4076e-05,2.4076e-05,2.4076e-05
78,4302.04,0.57005,0.44382,0.05877,0.8182,0.70624,0.75396,0.27586,0.72554,0.52417,0.08458,2.3077e-05,2.3077e-05,2.3077e-05
79,4358.55,0.5601,0.44249,0.05964,0.80187,0.73231,0.75681,0.27912,0.72424,0.523,0.08407,2.2078e-05,2.2078e-05,2.2078e-05
80,4414.39,0.55797,0.43946,0.05772,0.80562,0.73231,0.76281,0.27807,0.72584,0.52554,0.08546,2.1079e-05,2.1079e-05,2.1079e-05
81,4471.13,0.56151,0.44336,0.05746,0.78373,0.74462,0.76388,0.28215,0.72166,0.53557,0.0846,2.008e-05,2.008e-05,2.008e-05
82,4527.42,0.54843,0.44189,0.05878,0.84175,0.70376,0.75386,0.27808,0.72417,0.53802,0.08462,1.9081e-05,1.9081e-05,1.9081e-05
83,4581.73,0.55273,0.43889,0.05891,0.75389,0.74769,0.73915,0.27396,0.72641,0.53517,0.08588,1.8082e-05,1.8082e-05,1.8082e-05
84,4638.89,0.55076,0.43769,0.05723,0.822,0.69624,0.74171,0.27197,0.72992,0.53814,0.0865,1.7083e-05,1.7083e-05,1.7083e-05
85,4693.85,0.54568,0.43616,0.05673,0.77006,0.74769,0.74411,0.27318,0.72654,0.54057,0.08611,1.6084e-05,1.6084e-05,1.6084e-05
86,4751.65,0.54472,0.43351,0.05636,0.76649,0.74462,0.7459,0.2749,0.73506,0.52859,0.08834,1.5085e-05,1.5085e-05,1.5085e-05
87,4806.49,0.54133,0.43343,0.05677,0.80328,0.72871,0.74604,0.2748,0.73118,0.53107,0.08819,1.4086e-05,1.4086e-05,1.4086e-05
88,4862.13,0.53057,0.43264,0.05458,0.77057,0.74154,0.7452,0.27578,0.73256,0.5261,0.0871,1.3087e-05,1.3087e-05,1.3087e-05
89,4916.42,0.53015,0.43426,0.05618,0.77657,0.73791,0.73985,0.27709,0.73086,0.52959,0.08691,1.2088e-05,1.2088e-05,1.2088e-05
90,4971.31,0.51788,0.43001,0.05286,0.74777,0.76308,0.74001,0.27381,0.72982,0.53636,0.08663,1.1089e-05,1.1089e-05,1.1089e-05
91,5026.56,0.52953,0.42788,0.05377,0.75141,0.76266,0.73034,0.27339,0.73649,0.53092,0.08706,1.009e-05,1.009e-05,1.009e-05
92,5081.87,0.51879,0.43337,0.05229,0.77579,0.72397,0.73009,0.27722,0.7355,0.53152,0.08664,9.091e-06,9.091e-06,9.091e-06
93,5136.8,0.52163,0.42724,0.05241,0.75104,0.74769,0.72761,0.27666,0.73775,0.52784,0.08628,8.092e-06,8.092e-06,8.092e-06
94,5191.34,0.50943,0.42287,0.05185,0.77479,0.75385,0.73484,0.27898,0.73246,0.53112,0.08576,7.093e-06,7.093e-06,7.093e-06
95,5250.53,0.51401,0.42697,0.05112,0.77816,0.74474,0.73249,0.27828,0.72704,0.54028,0.08537,6.094e-06,6.094e-06,6.094e-06
96,5304.42,0.51655,0.42469,0.05237,0.75713,0.74462,0.72872,0.27793,0.72792,0.54445,0.08552,5.095e-06,5.095e-06,5.095e-06
97,5359.01,0.52238,0.42866,0.04979,0.77079,0.72615,0.72984,0.27672,0.72449,0.5467,0.08485,4.096e-06,4.096e-06,4.096e-06
98,5416.5,0.5047,0.42374,0.05194,0.77857,0.72308,0.73051,0.27648,0.72442,0.55136,0.0882,3.097e-06,3.097e-06,3.097e-06
99,5474.6,0.51218,0.41817,0.05035,0.77677,0.73538,0.73236,0.27741,0.72506,0.5485,0.08825,2.098e-06,2.098e-06,2.098e-06
100,5530.2,0.51259,0.42247,0.05009,0.77821,0.73538,0.73237,0.2785,0.72515,0.5482,0.08815,1.099e-06,1.099e-06,1.099e-06
