epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
14,741.067,0.78402,0.56019,0.1025,0.70161,0.60308,0.64532,0.2492,0.74882,0.55302,0.08566,8.7013e-05,8.7013e-05,8.7013e-05
15,793.732,0.79959,0.53474,0.10619,0.70403,0.62946,0.63408,0.20743,0.80035,0.52794,0.09588,8.6014e-05,8.6014e-05,8.6014e-05
16,845.607,0.78731,0.53599,0.10362,0.69153,0.55077,0.6004,0.20581,0.7925,0.53151,0.09382,8.5015e-05,8.5015e-05,8.5015e-05
17,897.486,0.77792,0.55337,0.09955,0.64983,0.58769,0.59557,0.19997,0.80091,0.5697,0.09364,8.4016e-05,8.4016e-05,8.4016e-05
18,949.24,0.78239,0.53031,0.10064,0.70117,0.55385,0.61041,0.2163,0.78178,0.55816,0.0931,8.3017e-05,8.3017e-05,8.3017e-05
19,1001.43,0.77372,0.52947,0.10293,0.72995,0.64,0.66707,0.25354,0.74152,0.53935,0.08465,8.2018e-05,8.2018e-05,8.2018e-05
20,1053.74,0.76622,0.52316,0.10189,0.67388,0.56308,0.6131,0.2186,0.76516,0.55978,0.09852,8.1019e-05,8.1019e-05,8.1019e-05
21,1105.82,0.77308,0.52058,0.09871,0.73136,0.62154,0.67558,0.24305,0.7622,0.53247,0.08667,8.002e-05,8.002e-05,8.002e-05
22,1158.22,0.76976,0.51992,0.09785,0.71277,0.64901,0.68104,0.24004,0.76181,0.53056,0.08814,7.9021e-05,7.9021e-05,7.9021e-05
23,1210.73,0.77119,0.51215,0.09811,0.73388,0.61943,0.65693,0.2293,0.76524,0.53226,0.08906,7.8022e-05,7.8022e-05,7.8022e-05
24,1262.63,0.76541,0.50395,0.0945,0.76603,0.65482,0.70878,0.26744,0.75354,0.50961,0.0841,7.7023e-05,7.7023e-05,7.7023e-05
25,1314.96,0.76296,0.50895,0.09312,0.7852,0.64308,0.6926,0.25079,0.77471,0.48967,0.09003,7.6024e-05,7.6024e-05,7.6024e-05
26,1367.03,0.75943,0.50055,0.09508,0.78556,0.6763,0.72859,0.2815,0.74646,0.48652,0.08373,7.5025e-05,7.5025e-05,7.5025e-05
27,1423.48,0.75663,0.49505,0.09685,0.76829,0.67077,0.72179,0.25938,0.74436,0.50442,0.08411,7.4026e-05,7.4026e-05,7.4026e-05
28,1475.33,0.76222,0.49237,0.09708,0.73208,0.67261,0.70397,0.24638,0.77533,0.49876,0.09099,7.3027e-05,7.3027e-05,7.3027e-05
29,1527.76,0.75331,0.50372,0.09623,0.74956,0.64,0.68407,0.25287,0.75283,0.51988,0.08555,7.2028e-05,7.2028e-05,7.2028e-05
30,1580.1,0.74581,0.50501,0.09316,0.76844,0.64,0.69173,0.25221,0.75905,0.5129,0.08852,7.1029e-05,7.1029e-05,7.1029e-05
31,1631.89,0.75217,0.49743,0.09381,0.74466,0.65231,0.6791,0.23542,0.76268,0.5277,0.08774,7.003e-05,7.003e-05,7.003e-05
32,1684.32,0.75159,0.49679,0.09324,0.77889,0.68283,0.71829,0.2584,0.74922,0.50776,0.08723,6.9031e-05,6.9031e-05,6.9031e-05
33,1736.4,0.73989,0.49413,0.09221,0.70301,0.67385,0.69898,0.25399,0.75453,0.50738,0.08868,6.8032e-05,6.8032e-05,6.8032e-05
34,1789.55,0.75844,0.48782,0.09837,0.77326,0.67159,0.7364,0.27035,0.7509,0.49929,0.08338,6.7033e-05,6.7033e-05,6.7033e-05
35,1842.29,0.7432,0.48924,0.09054,0.77719,0.68,0.73585,0.27318,0.7476,0.49647,0.08417,6.6034e-05,6.6034e-05,6.6034e-05
36,1893.9,0.7335,0.48987,0.0888,0.76677,0.66769,0.72015,0.26059,0.75147,0.49808,0.08802,6.5035e-05,6.5035e-05,6.5035e-05
37,1945.31,0.73426,0.49861,0.08992,0.79066,0.69728,0.7437,0.27607,0.74498,0.50736,0.08482,6.4036e-05,6.4036e-05,6.4036e-05
38,1997.39,0.74269,0.48976,0.09076,0.76998,0.68308,0.73686,0.27566,0.74712,0.49942,0.08585,6.3037e-05,6.3037e-05,6.3037e-05
39,2049.02,0.7322,0.49355,0.09147,0.81232,0.65257,0.74161,0.2834,0.73578,0.49109,0.08562,6.2038e-05,6.2038e-05,6.2038e-05
40,2100.5,0.72626,0.49,0.091,0.79767,0.68,0.73227,0.28361,0.73314,0.4917,0.08312,6.1039e-05,6.1039e-05,6.1039e-05
41,2152.23,0.72782,0.47882,0.08808,0.79469,0.67385,0.71892,0.27325,0.75396,0.48695,0.08883,6.004e-05,6.004e-05,6.004e-05
42,2203.62,0.72709,0.49034,0.08979,0.77215,0.72,0.76252,0.29746,0.72317,0.48761,0.08297,5.9041e-05,5.9041e-05,5.9041e-05
43,2255.51,0.73461,0.47921,0.08847,0.78696,0.70462,0.73831,0.28987,0.72562,0.49457,0.08118,5.8042e-05,5.8042e-05,5.8042e-05
44,2307.23,0.72101,0.48591,0.08772,0.81094,0.67077,0.74541,0.2726,0.73589,0.49295,0.08483,5.7043e-05,5.7043e-05,5.7043e-05
45,2358.78,0.72305,0.4779,0.08592,0.79838,0.69538,0.73342,0.28236,0.72141,0.49751,0.08181,5.6044e-05,5.6044e-05,5.6044e-05
46,2410.29,0.71801,0.48678,0.08512,0.77973,0.69707,0.7481,0.28545,0.7216,0.50223,0.08316,5.5045e-05,5.5045e-05,5.5045e-05
47,2461.81,0.72424,0.47224,0.0881,0.76192,0.74838,0.76267,0.27602,0.73476,0.49301,0.08462,5.4046e-05,5.4046e-05,5.4046e-05
48,2514.15,0.72807,0.47582,0.08608,0.79571,0.70154,0.7447,0.28022,0.72789,0.48778,0.08494,5.3047e-05,5.3047e-05,5.3047e-05
49,2565.74,0.71984,0.47334,0.0844,0.77408,0.71385,0.75421,0.28336,0.72802,0.48997,0.08559,5.2048e-05,5.2048e-05,5.2048e-05
50,2617.46,0.69642,0.48108,0.08376,0.78104,0.70769,0.73929,0.27149,0.75606,0.48603,0.08786,5.1049e-05,5.1049e-05,5.1049e-05
51,2668.81,0.70556,0.47933,0.0821,0.80507,0.70769,0.74821,0.26585,0.74212,0.49774,0.08521,5.005e-05,5.005e-05,5.005e-05
52,2720.31,0.7072,0.47188,0.08148,0.80588,0.72308,0.77417,0.28242,0.74127,0.48296,0.0855,4.9051e-05,4.9051e-05,4.9051e-05
53,2772.09,0.71975,0.46146,0.08343,0.84624,0.69538,0.77399,0.28928,0.72849,0.49013,0.08526,4.8052e-05,4.8052e-05,4.8052e-05
54,2823.25,0.70474,0.46697,0.08426,0.78565,0.69923,0.74329,0.26802,0.74407,0.48262,0.08665,4.7053e-05,4.7053e-05,4.7053e-05
55,2874.44,0.70478,0.468,0.08121,0.79645,0.71033,0.774,0.27801,0.73854,0.48845,0.08662,4.6054e-05,4.6054e-05,4.6054e-05
56,2926.27,0.70911,0.4656,0.08332,0.78633,0.72923,0.76818,0.27913,0.74299,0.47195,0.088,4.5055e-05,4.5055e-05,4.5055e-05
57,2978.48,0.69129,0.4769,0.08093,0.80434,0.71692,0.75343,0.26611,0.74217,0.48699,0.08589,4.4056e-05,4.4056e-05,4.4056e-05
58,3030.49,0.69431,0.46779,0.08051,0.83898,0.71692,0.7707,0.28093,0.73133,0.48367,0.08348,4.3057e-05,4.3057e-05,4.3057e-05
59,3082.43,0.68805,0.46302,0.0807,0.82191,0.71385,0.76591,0.28614,0.73929,0.46907,0.08438,4.2058e-05,4.2058e-05,4.2058e-05
60,3133.97,0.68835,0.46777,0.08131,0.81998,0.71478,0.76276,0.27759,0.73648,0.48405,0.08424,4.1059e-05,4.1059e-05,4.1059e-05
61,3189.99,0.69147,0.46214,0.08069,0.79009,0.70154,0.75643,0.25965,0.74738,0.4801,0.08663,4.006e-05,4.006e-05,4.006e-05
62,3241.41,0.68548,0.46719,0.07848,0.82301,0.7154,0.77973,0.29361,0.71928,0.49216,0.08218,3.9061e-05,3.9061e-05,3.9061e-05
63,3293.48,0.68409,0.46573,0.07827,0.78837,0.72615,0.76294,0.28312,0.72833,0.48203,0.08382,3.8062e-05,3.8062e-05,3.8062e-05
64,3344.65,0.68245,0.46135,0.07918,0.81994,0.72858,0.7707,0.28858,0.73561,0.47355,0.08421,3.7063e-05,3.7063e-05,3.7063e-05
65,3395.96,0.67301,0.45555,0.07844,0.82179,0.73782,0.76933,0.28482,0.73301,0.4738,0.0843,3.6064e-05,3.6064e-05,3.6064e-05
66,3447.23,0.6778,0.45104,0.07643,0.79776,0.71692,0.76271,0.28073,0.73342,0.48734,0.08425,3.5065e-05,3.5065e-05,3.5065e-05
67,3498.53,0.68271,0.45503,0.07734,0.8153,0.69846,0.75592,0.28488,0.7324,0.4843,0.08358,3.4066e-05,3.4066e-05,3.4066e-05
68,3549.72,0.67395,0.46057,0.07346,0.82027,0.70215,0.76874,0.27355,0.73178,0.4912,0.08486,3.3067e-05,3.3067e-05,3.3067e-05
69,3600.92,0.66272,0.45594,0.074,0.80858,0.69538,0.75203,0.26715,0.74958,0.47826,0.08977,3.2068e-05,3.2068e-05,3.2068e-05
70,3652.41,0.66507,0.45752,0.07529,0.82115,0.70636,0.77154,0.26878,0.74904,0.47549,0.0858,3.1069e-05,3.1069e-05,3.1069e-05
71,3703.62,0.66566,0.45303,0.07452,0.82787,0.70462,0.75998,0.27171,0.74372,0.48447,0.08646,3.007e-05,3.007e-05,3.007e-05
72,3754.76,0.66539,0.4521,0.07429,0.81058,0.73231,0.76831,0.27092,0.73593,0.48645,0.08551,2.9071e-05,2.9071e-05,2.9071e-05
73,3806.1,0.65642,0.45546,0.0731,0.80335,0.72903,0.76487,0.27638,0.73611,0.48018,0.08489,2.8072e-05,2.8072e-05,2.8072e-05
74,3857.58,0.6604,0.45456,0.07257,0.78787,0.71998,0.75738,0.28095,0.73149,0.48401,0.08307,2.7073e-05,2.7073e-05,2.7073e-05
75,3908.96,0.6542,0.45539,0.07435,0.83088,0.69535,0.7692,0.27788,0.73426,0.48282,0.08321,2.6074e-05,2.6074e-05,2.6074e-05
76,3960.51,0.64996,0.4522,0.07323,0.79749,0.70769,0.75104,0.26848,0.74662,0.47663,0.08604,2.5075e-05,2.5075e-05,2.5075e-05
77,4012.3,0.64972,0.44905,0.07042,0.82248,0.69231,0.7529,0.26478,0.74942,0.47974,0.08586,2.4076e-05,2.4076e-05,2.4076e-05
78,4064,0.64767,0.44269,0.07027,0.80558,0.7012,0.75195,0.26882,0.7516,0.47484,0.08659,2.3077e-05,2.3077e-05,2.3077e-05
79,4116.17,0.63528,0.45014,0.07048,0.79205,0.70316,0.74269,0.2619,0.75688,0.48005,0.08811,2.2078e-05,2.2078e-05,2.2078e-05
80,4167.46,0.63184,0.44635,0.06845,0.80714,0.71077,0.74016,0.26122,0.75425,0.47696,0.08788,2.1079e-05,2.1079e-05,2.1079e-05
81,4218.92,0.63942,0.44945,0.069,0.80255,0.70035,0.74076,0.26261,0.75443,0.47661,0.08797,2.008e-05,2.008e-05,2.008e-05
82,4270.08,0.6333,0.44608,0.07128,0.79925,0.70462,0.74394,0.25937,0.75705,0.4788,0.08854,1.9081e-05,1.9081e-05,1.9081e-05
83,4321.47,0.63017,0.44371,0.07053,0.80827,0.71342,0.74242,0.25764,0.76177,0.47971,0.08947,1.8082e-05,1.8082e-05,1.8082e-05
84,4372.88,0.62313,0.4442,0.06781,0.83083,0.69513,0.74076,0.26019,0.7586,0.48156,0.08894,1.7083e-05,1.7083e-05,1.7083e-05
85,4424.29,0.63138,0.43534,0.06871,0.82283,0.70022,0.74258,0.2634,0.75991,0.48016,0.08907,1.6084e-05,1.6084e-05,1.6084e-05
86,4475.75,0.62538,0.44037,0.06824,0.8133,0.69701,0.7426,0.26387,0.75656,0.48185,0.08841,1.5085e-05,1.5085e-05,1.5085e-05
87,4526.97,0.62104,0.43744,0.06647,0.78125,0.73231,0.7443,0.26073,0.76248,0.47721,0.0915,1.4086e-05,1.4086e-05,1.4086e-05
88,4578.37,0.61729,0.43374,0.067,0.79105,0.70462,0.73542,0.25768,0.76579,0.47136,0.09184,1.3087e-05,1.3087e-05,1.3087e-05
89,4629.65,0.60707,0.43878,0.0659,0.79594,0.71077,0.73194,0.25954,0.77105,0.46449,0.09303,1.2088e-05,1.2088e-05,1.2088e-05
90,4680.95,0.6091,0.43542,0.06486,0.80095,0.71077,0.73795,0.26223,0.76489,0.47239,0.09103,1.1089e-05,1.1089e-05,1.1089e-05
91,4732.68,0.61189,0.43056,0.06529,0.80407,0.70711,0.73564,0.26134,0.76726,0.47071,0.09105,1.009e-05,1.009e-05,1.009e-05
92,4783.74,0.61297,0.43296,0.06547,0.80786,0.69538,0.73582,0.26363,0.76436,0.47352,0.09054,9.091e-06,9.091e-06,9.091e-06
93,4835.05,0.61088,0.4316,0.06529,0.80589,0.7026,0.73054,0.26283,0.76678,0.46946,0.09173,8.092e-06,8.092e-06,8.092e-06
94,4886.16,0.59277,0.43775,0.06351,0.80979,0.69231,0.72784,0.26125,0.76706,0.47116,0.09187,7.093e-06,7.093e-06,7.093e-06
95,4937.44,0.60296,0.43083,0.06318,0.80893,0.68923,0.72854,0.26324,0.76157,0.47745,0.09039,6.094e-06,6.094e-06,6.094e-06
96,4988.46,0.60331,0.43452,0.06317,0.81009,0.68615,0.71978,0.26299,0.76571,0.47318,0.09174,5.095e-06,5.095e-06,5.095e-06
97,5039.64,0.61189,0.43124,0.06231,0.81568,0.68615,0.71717,0.26214,0.76585,0.47383,0.09179,4.096e-06,4.096e-06,4.096e-06
98,5091.47,0.59629,0.43322,0.06491,0.81719,0.68615,0.72343,0.26339,0.76565,0.47452,0.09177,3.097e-06,3.097e-06,3.097e-06
99,5142.67,0.60485,0.43361,0.06358,0.81716,0.68615,0.72285,0.26202,0.7619,0.4804,0.0906,2.098e-06,2.098e-06,2.098e-06
100,5193.9,0.60363,0.42971,0.06279,0.80597,0.67741,0.71985,0.26124,0.76221,0.48166,0.09063,1.099e-06,1.099e-06,1.099e-06
