epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
25,971.255,0.75991,0.50599,0.0935,0.75762,0.65846,0.70624,0.25386,0.79044,0.47628,0.09464,7.6024e-05,7.6024e-05,7.6024e-05
26,1010.19,0.74732,0.50212,0.09363,0.79468,0.64307,0.71727,0.26451,0.76514,0.49477,0.08771,7.5025e-05,7.5025e-05,7.5025e-05
27,1049.07,0.74898,0.50224,0.09568,0.73582,0.68308,0.70054,0.26943,0.75018,0.49979,0.08714,7.4026e-05,7.4026e-05,7.4026e-05
28,1087.82,0.75144,0.49875,0.09363,0.76828,0.66311,0.72689,0.266,0.76099,0.48864,0.08804,7.3027e-05,7.3027e-05,7.3027e-05
29,1127.02,0.74769,0.49906,0.09392,0.73336,0.63077,0.67635,0.24885,0.7653,0.51145,0.08925,7.2028e-05,7.2028e-05,7.2028e-05
30,1165.61,0.74505,0.50429,0.09273,0.75473,0.68923,0.7314,0.25861,0.75851,0.51052,0.08912,7.1029e-05,7.1029e-05,7.1029e-05
31,1204.07,0.74297,0.49802,0.09148,0.77243,0.65797,0.7075,0.26273,0.76347,0.48795,0.08728,7.003e-05,7.003e-05,7.003e-05
32,1242.73,0.74026,0.49074,0.09182,0.76156,0.65845,0.71009,0.26369,0.77182,0.4845,0.0899,6.9031e-05,6.9031e-05,6.9031e-05
33,1280.95,0.73184,0.49915,0.08966,0.7988,0.6841,0.75322,0.27066,0.74667,0.49299,0.08477,6.8032e-05,6.8032e-05,6.8032e-05
34,1319.78,0.7388,0.4879,0.09415,0.72946,0.64712,0.69704,0.25394,0.75086,0.50562,0.0863,6.7033e-05,6.7033e-05,6.7033e-05
35,1358.26,0.73452,0.49337,0.08949,0.74626,0.65846,0.68541,0.25119,0.77449,0.48245,0.08886,6.6034e-05,6.6034e-05,6.6034e-05
36,1396.99,0.73552,0.48324,0.08891,0.79259,0.68199,0.7329,0.27213,0.76808,0.46602,0.0876,6.5035e-05,6.5035e-05,6.5035e-05
37,1435.82,0.73319,0.48184,0.09023,0.70727,0.65846,0.6761,0.25154,0.76737,0.48411,0.0886,6.4036e-05,6.4036e-05,6.4036e-05
38,1474.82,0.734,0.48652,0.08854,0.77775,0.72141,0.75527,0.27962,0.74965,0.4859,0.08603,6.3037e-05,6.3037e-05,6.3037e-05
39,1514.29,0.72819,0.49207,0.08982,0.77869,0.72535,0.75995,0.28264,0.73909,0.48665,0.08457,6.2038e-05,6.2038e-05,6.2038e-05
40,1553.76,0.71523,0.49017,0.08836,0.78727,0.69463,0.72715,0.27502,0.75422,0.47031,0.0865,6.1039e-05,6.1039e-05,6.1039e-05
41,1592.24,0.72006,0.47817,0.08692,0.74507,0.70142,0.739,0.2774,0.7466,0.48184,0.08365,6.004e-05,6.004e-05,6.004e-05
42,1630.86,0.70916,0.48865,0.08549,0.80363,0.73033,0.76892,0.30431,0.71882,0.47641,0.08024,5.9041e-05,5.9041e-05,5.9041e-05
43,1669.4,0.72299,0.47217,0.08707,0.7771,0.68615,0.7438,0.28926,0.73419,0.48766,0.08205,5.8042e-05,5.8042e-05,5.8042e-05
44,1708.01,0.71384,0.47358,0.08652,0.77289,0.68923,0.72843,0.26939,0.75734,0.47939,0.08688,5.7043e-05,5.7043e-05,5.7043e-05
45,1746.56,0.70917,0.478,0.08413,0.79526,0.66769,0.7257,0.28429,0.7481,0.46376,0.08469,5.6044e-05,5.6044e-05,5.6044e-05
46,1785.04,0.71222,0.48031,0.08483,0.78029,0.69938,0.72348,0.27697,0.75733,0.4741,0.08851,5.5045e-05,5.5045e-05,5.5045e-05
47,1823.85,0.71303,0.46911,0.08559,0.79159,0.70769,0.73613,0.27747,0.74253,0.47811,0.08449,5.4046e-05,5.4046e-05,5.4046e-05
48,1862.62,0.71849,0.46987,0.0838,0.79015,0.69515,0.73655,0.26371,0.75101,0.48474,0.08536,5.3047e-05,5.3047e-05,5.3047e-05
49,1901.42,0.70054,0.47289,0.08114,0.76905,0.72,0.73343,0.27527,0.76011,0.45718,0.08544,5.2048e-05,5.2048e-05,5.2048e-05
50,1940.14,0.68838,0.47383,0.08183,0.80958,0.69331,0.73659,0.27128,0.76027,0.46342,0.08675,5.1049e-05,5.1049e-05,5.1049e-05
51,1979.13,0.69765,0.46545,0.08084,0.81348,0.71124,0.73577,0.26852,0.75969,0.46649,0.08805,5.005e-05,5.005e-05,5.005e-05
52,2017.92,0.69759,0.46548,0.07975,0.77019,0.69231,0.73411,0.2736,0.7521,0.46817,0.08704,4.9051e-05,4.9051e-05,4.9051e-05
53,2056.55,0.69609,0.47217,0.07979,0.79994,0.71385,0.74787,0.28005,0.75924,0.45675,0.08716,4.8052e-05,4.8052e-05,4.8052e-05
54,2095.13,0.67776,0.46301,0.07876,0.81524,0.67884,0.72896,0.26399,0.76556,0.46655,0.08857,4.7053e-05,4.7053e-05,4.7053e-05
55,2133.97,0.68633,0.46454,0.07756,0.76081,0.68615,0.72195,0.27419,0.75462,0.47447,0.0874,4.6054e-05,4.6054e-05,4.6054e-05
56,2172.6,0.68249,0.46602,0.07921,0.77049,0.69538,0.73281,0.27232,0.76762,0.45514,0.09027,4.5055e-05,4.5055e-05,4.5055e-05
57,2211.64,0.68047,0.46029,0.07834,0.76952,0.69859,0.71891,0.26939,0.75473,0.47184,0.08989,4.4056e-05,4.4056e-05,4.4056e-05
58,2250.33,0.67738,0.45561,0.07853,0.79392,0.70769,0.74824,0.28387,0.74867,0.46693,0.08919,4.3057e-05,4.3057e-05,4.3057e-05
59,2288.83,0.66546,0.46118,0.07705,0.77743,0.71385,0.73374,0.27551,0.74944,0.46947,0.08943,4.2058e-05,4.2058e-05,4.2058e-05
60,2327.66,0.6703,0.46102,0.07738,0.78586,0.72,0.75255,0.27694,0.74364,0.4625,0.08756,4.1059e-05,4.1059e-05,4.1059e-05
61,2366.48,0.66617,0.462,0.07721,0.78434,0.69538,0.73704,0.27082,0.75795,0.4704,0.09,4.006e-05,4.006e-05,4.006e-05
62,2405.16,0.66859,0.45173,0.0744,0.76375,0.72612,0.74406,0.27536,0.74444,0.47591,0.08722,3.9061e-05,3.9061e-05,3.9061e-05
63,2443.55,0.66204,0.45481,0.07344,0.76724,0.75077,0.76208,0.27362,0.75092,0.46712,0.08911,3.8062e-05,3.8062e-05,3.8062e-05
64,2482.07,0.65748,0.45357,0.07409,0.78679,0.72669,0.74488,0.27696,0.74605,0.46358,0.08775,3.7063e-05,3.7063e-05,3.7063e-05
65,2520.7,0.64233,0.45408,0.07482,0.79337,0.72615,0.76961,0.28516,0.74064,0.46747,0.08474,3.6064e-05,3.6064e-05,3.6064e-05
66,2559.62,0.64527,0.45362,0.07207,0.79705,0.72923,0.77742,0.28386,0.73428,0.47115,0.08413,3.5065e-05,3.5065e-05,3.5065e-05
67,2598.53,0.65444,0.44574,0.07137,0.8054,0.69231,0.74404,0.27677,0.74917,0.47309,0.08652,3.4066e-05,3.4066e-05,3.4066e-05
68,2636.85,0.65147,0.45099,0.06916,0.78948,0.69846,0.72914,0.26393,0.75266,0.47287,0.08889,3.3067e-05,3.3067e-05,3.3067e-05
69,2675.35,0.63871,0.45288,0.07102,0.77995,0.72308,0.73567,0.25875,0.76149,0.46991,0.09045,3.2068e-05,3.2068e-05,3.2068e-05
70,2714.2,0.63807,0.44539,0.07011,0.77561,0.71692,0.72796,0.26803,0.74861,0.47385,0.08785,3.1069e-05,3.1069e-05,3.1069e-05
71,2753.16,0.63336,0.44967,0.06872,0.77565,0.69145,0.72261,0.26117,0.75826,0.47229,0.08954,3.007e-05,3.007e-05,3.007e-05
72,2791.98,0.63744,0.44475,0.06905,0.78991,0.72615,0.73487,0.2698,0.7498,0.46755,0.08809,2.9071e-05,2.9071e-05,2.9071e-05
73,2830.19,0.62728,0.44928,0.06769,0.76616,0.73231,0.73982,0.2663,0.76326,0.45385,0.08978,2.8072e-05,2.8072e-05,2.8072e-05
74,2868.73,0.62062,0.44467,0.06585,0.79224,0.70398,0.72583,0.25947,0.76243,0.46366,0.0911,2.7073e-05,2.7073e-05,2.7073e-05
75,2906.95,0.62634,0.44163,0.06897,0.79522,0.74462,0.73977,0.26305,0.75846,0.46224,0.091,2.6074e-05,2.6074e-05,2.6074e-05
76,2945.34,0.61825,0.44168,0.068,0.77436,0.71692,0.724,0.26253,0.76133,0.45917,0.09043,2.5075e-05,2.5075e-05,2.5075e-05
77,2983.53,0.61987,0.44233,0.06506,0.7647,0.70769,0.72245,0.26034,0.76061,0.46947,0.08998,2.4076e-05,2.4076e-05,2.4076e-05
78,3022.02,0.61138,0.43902,0.06485,0.76516,0.73186,0.71658,0.25741,0.75423,0.48068,0.08832,2.3077e-05,2.3077e-05,2.3077e-05
79,3060.42,0.60065,0.43949,0.06501,0.75165,0.72308,0.71696,0.25715,0.76296,0.47527,0.08996,2.2078e-05,2.2078e-05,2.2078e-05
80,3099.23,0.60243,0.43987,0.06432,0.76996,0.70154,0.73031,0.26373,0.76315,0.47134,0.09093,2.1079e-05,2.1079e-05,2.1079e-05
81,3138.09,0.61054,0.43518,0.06435,0.78492,0.69846,0.73677,0.26519,0.763,0.47005,0.09147,2.008e-05,2.008e-05,2.008e-05
82,3177.02,0.60012,0.4381,0.06528,0.81625,0.71077,0.75493,0.26833,0.75898,0.46773,0.08752,1.9081e-05,1.9081e-05,1.9081e-05
83,3215.89,0.59318,0.43713,0.0651,0.78412,0.72308,0.75525,0.269,0.7585,0.46802,0.08773,1.8082e-05,1.8082e-05,1.8082e-05
84,3255.1,0.59264,0.43538,0.06265,0.80399,0.70462,0.75853,0.26508,0.75821,0.47633,0.08823,1.7083e-05,1.7083e-05,1.7083e-05
85,3293.71,0.5874,0.43202,0.06136,0.78443,0.72923,0.76087,0.26359,0.76014,0.48047,0.0883,1.6084e-05,1.6084e-05,1.6084e-05
86,3332.4,0.58405,0.4333,0.0622,0.78561,0.71385,0.74645,0.26267,0.76223,0.47903,0.08819,1.5085e-05,1.5085e-05,1.5085e-05
87,3370.87,0.58383,0.43262,0.06055,0.80266,0.71335,0.74886,0.26589,0.76411,0.47176,0.08806,1.4086e-05,1.4086e-05,1.4086e-05
88,3409.15,0.5839,0.4289,0.06068,0.83015,0.68615,0.74934,0.26877,0.76513,0.47016,0.0884,1.3087e-05,1.3087e-05,1.3087e-05
89,3447.93,0.57746,0.42778,0.06152,0.83124,0.69231,0.75035,0.2669,0.76768,0.46938,0.08909,1.2088e-05,1.2088e-05,1.2088e-05
90,3486.75,0.56468,0.42778,0.05849,0.81746,0.70276,0.75169,0.26607,0.76749,0.4713,0.089,1.1089e-05,1.1089e-05,1.1089e-05
91,3525.61,0.57617,0.42548,0.05956,0.82621,0.70214,0.76594,0.26899,0.76199,0.47693,0.08858,1.009e-05,1.009e-05,1.009e-05
92,3564.41,0.57284,0.42726,0.05888,0.83395,0.70154,0.761,0.26763,0.76641,0.47495,0.0888,9.091e-06,9.091e-06,9.091e-06
93,3602.33,0.56704,0.42531,0.05804,0.82382,0.70501,0.76029,0.26329,0.76772,0.47337,0.08895,8.092e-06,8.092e-06,8.092e-06
94,3640.73,0.55292,0.42073,0.05743,0.81159,0.71572,0.76273,0.26446,0.76825,0.47444,0.08911,7.093e-06,7.093e-06,7.093e-06
95,3679.57,0.55306,0.42525,0.05591,0.80416,0.73282,0.76995,0.26562,0.7702,0.4707,0.08902,6.094e-06,6.094e-06,6.094e-06
96,3718.65,0.56258,0.42357,0.05787,0.80324,0.73538,0.76752,0.26561,0.77231,0.46925,0.08907,5.095e-06,5.095e-06,5.095e-06
97,3757.29,0.57236,0.42652,0.05596,0.80598,0.72615,0.75859,0.26532,0.77107,0.46933,0.08873,4.096e-06,4.096e-06,4.096e-06
98,3795.79,0.55076,0.4267,0.05732,0.80547,0.72923,0.75889,0.26428,0.7717,0.4705,0.08896,3.097e-06,3.097e-06,3.097e-06
99,3834.44,0.5544,0.42193,0.0568,0.79338,0.7325,0.75952,0.26391,0.77181,0.47122,0.089,2.098e-06,2.098e-06,2.098e-06
100,3873.18,0.55316,0.42252,0.05569,0.79207,0.72615,0.75472,0.26393,0.77151,0.47206,0.08891,1.099e-06,1.099e-06,1.099e-06
